date,district_id,daily_deaths
2020-05-04,279,9
2020-05-04,280,7
2020-05-04,281,17
2020-05-04,282,0
2020-05-04,283,16
2020-05-04,284,8
2020-05-04,285,9
2020-05-04,286,3
2020-05-04,287,6
2020-05-04,288,5
2020-05-04,289,5
2020-05-04,290,13
2020-05-04,291,14
2020-05-04,292,1
2020-05-04,293,4
2020-05-04,294,1
2020-05-04,295,1
2020-05-04,296,7
2020-05-04,297,9
2020-05-04,298,7
2020-05-04,299,7
2020-05-04,300,5
2020-05-04,301,4
2020-05-04,302,5
2020-05-04,303,4
2020-05-04,304,4
2020-05-04,305,3
2020-05-04,306,13
2020-05-04,307,6
2020-05-04,308,2
2020-05-11,277,1
2020-05-11,278,3
2020-05-11,279,7
2020-05-11,280,4
2020-05-11,281,7
2020-05-11,282,2
2020-05-11,283,12
2020-05-11,284,5
2020-05-11,285,1
2020-05-11,286,2
2020-05-11,287,3
2020-05-11,288,0
2020-05-11,289,1
2020-05-11,290,4
2020-05-11,291,5
2020-05-11,292,4
2020-05-11,293,3
2020-05-11,294,2
2020-05-11,295,1
2020-05-11,296,6
2020-05-11,297,3
2020-05-11,298,1
2020-05-11,299,2
2020-05-11,300,1
2020-05-11,301,5
2020-05-11,302,1
2020-05-11,303,3
2020-05-11,304,4
2020-05-11,305,0
2020-05-11,306,3
2020-05-11,307,2
2020-05-11,308,1
2020-05-18,277,2
2020-05-18,278,4
2020-05-18,279,8
2020-05-18,280,1
2020-05-18,281,6
2020-05-18,282,0
2020-05-18,283,5
2020-05-18,284,4
2020-05-18,285,4
2020-05-18,286,2
2020-05-18,287,4
2020-05-18,288,0
2020-05-18,289,0
2020-05-18,290,3
2020-05-18,291,5
2020-05-18,292,0
2020-05-18,293,2
2020-05-18,294,2
2020-05-18,295,0
2020-05-18,296,2
2020-05-18,297,5
2020-05-18,298,0
2020-05-18,299,0
2020-05-18,300,0
2020-05-18,301,5
2020-05-18,302,3
2020-05-18,303,2
2020-05-18,304,4
2020-05-18,305,1
2020-05-18,306,0
2020-05-18,307,3
2020-05-18,308,0
2020-05-25,277,1
2020-05-25,278,0
2020-05-25,279,6
2020-05-25,280,3
2020-05-25,281,9
2020-05-25,282,0
2020-05-25,283,4
2020-05-25,284,1
2020-05-25,285,0
2020-05-25,286,4
2020-05-25,287,0
2020-05-25,288,0
2020-05-25,289,0
2020-05-25,290,2
2020-05-25,291,1
2020-05-25,292,2
2020-05-25,293,3
2020-05-25,294,1
2020-05-25,295,0
2020-05-25,296,1
2020-05-25,297,0
2020-05-25,298,0
2020-05-25,299,3
2020-05-25,300,0
2020-05-25,301,1
2020-05-25,302,1
2020-05-25,303,0
2020-05-25,304,3
2020-05-25,305,2
2020-05-25,306,0
2020-05-25,307,0
2020-05-25,308,2
2020-06-01,277,3
2020-06-01,278,0
2020-06-01,279,2
2020-06-01,280,3
2020-06-01,281,1
2020-06-01,282,0
2020-06-01,283,2
2020-06-01,284,1
2020-06-01,285,1
2020-06-01,286,0
2020-06-01,287,0
2020-06-01,288,0
2020-06-01,289,0
2020-06-01,290,1
2020-06-01,291,0
2020-06-01,292,1
2020-06-01,293,2
2020-06-01,294,0
2020-06-01,295,0
2020-06-01,296,1
2020-06-01,297,1
2020-06-01,298,5
2020-06-01,299,2
2020-06-01,300,0
2020-06-01,301,3
2020-06-01,302,1
2020-06-01,303,0
2020-06-01,304,3
2020-06-01,305,0
2020-06-01,306,2
2020-06-01,307,1
2020-06-01,308,1
2020-06-08,277,0
2020-06-08,278,0
2020-06-08,279,2
2020-06-08,280,2
2020-06-08,281,3
2020-06-08,282,0
2020-06-08,283,1
2020-06-08,284,1
2020-06-08,285,1
2020-06-08,286,0
2020-06-08,287,0
2020-06-08,288,1
2020-06-08,289,0
2020-06-08,290,1
2020-06-08,291,0
2020-06-08,292,2
2020-06-08,293,1
2020-06-08,294,1
2020-06-08,295,0
2020-06-08,296,0
2020-06-08,297,0
2020-06-08,298,1
2020-06-08,299,0
2020-06-08,300,1
2020-06-08,301,0
2020-06-08,302,0
2020-06-08,303,0
2020-06-08,304,3
2020-06-08,305,0
2020-06-08,306,1
2020-06-08,307,1
2020-06-08,308,0
2020-06-15,277,0
2020-06-15,278,0
2020-06-15,279,2
2020-06-15,280,0
2020-06-15,281,0
2020-06-15,282,0
2020-06-15,283,0
2020-06-15,284,0
2020-06-15,285,0
2020-06-15,286,0
2020-06-15,287,0
2020-06-15,288,0
2020-06-15,289,0
2020-06-15,290,0
2020-06-15,291,3
2020-06-15,292,1
2020-06-15,293,0
2020-06-15,294,1
2020-06-15,295,1
2020-06-15,296,0
2020-06-15,297,0
2020-06-15,298,0
2020-06-15,299,0
2020-06-15,300,0
2020-06-15,301,1
2020-06-15,302,0
2020-06-15,303,0
2020-06-15,304,1
2020-06-15,305,1
2020-06-15,306,0
2020-06-15,307,0
2020-06-15,308,0
2020-06-22,277,0
2020-06-22,278,0
2020-06-22,279,1
2020-06-22,280,0
2020-06-22,281,0
2020-06-22,282,0
2020-06-22,283,1
2020-06-22,284,0
2020-06-22,285,0
2020-06-22,286,0
2020-06-22,287,0
2020-06-22,288,1
2020-06-22,289,1
2020-06-22,290,1
2020-06-22,291,0
2020-06-22,292,0
2020-06-22,293,1
2020-06-22,294,0
2020-06-22,295,0
2020-06-22,296,0
2020-06-22,297,0
2020-06-22,298,0
2020-06-22,299,0
2020-06-22,300,0
2020-06-22,301,0
2020-06-22,302,0
2020-06-22,303,0
2020-06-22,304,0
2020-06-22,305,0
2020-06-22,306,0
2020-06-22,307,0
2020-06-22,308,1
2020-06-29,277,0
2020-06-29,278,0
2020-06-29,279,2
2020-06-29,280,0
2020-06-29,281,0
2020-06-29,282,0
2020-06-29,283,0
2020-06-29,284,0
2020-06-29,285,1
2020-06-29,286,0
2020-06-29,287,0
2020-06-29,288,1
2020-06-29,289,0
2020-06-29,290,0
2020-06-29,291,0
2020-06-29,292,0
2020-06-29,293,3
2020-06-29,294,0
2020-06-29,295,0
2020-06-29,296,0
2020-06-29,297,0
2020-06-29,298,0
2020-06-29,299,1
2020-06-29,300,0
2020-06-29,301,0
2020-06-29,302,1
2020-06-29,303,0
2020-06-29,304,1
2020-06-29,305,1
2020-06-29,306,0
2020-06-29,307,0
2020-06-29,308,1
2020-07-06,277,0
2020-07-06,278,0
2020-07-06,279,3
2020-07-06,280,0
2020-07-06,281,0
2020-07-06,282,0
2020-07-06,283,0
2020-07-06,284,0
2020-07-06,285,0
2020-07-06,286,0
2020-07-06,287,0
2020-07-06,288,0
2020-07-06,289,1
2020-07-06,290,0
2020-07-06,291,0
2020-07-06,292,1
2020-07-06,293,1
2020-07-06,294,0
2020-07-06,295,0
2020-07-06,296,0
2020-07-06,297,0
2020-07-06,298,0
2020-07-06,299,0
2020-07-06,300,1
2020-07-06,301,0
2020-07-06,302,1
2020-07-06,303,2
2020-07-06,304,0
2020-07-06,305,0
2020-07-06,306,0
2020-07-06,307,1
2020-07-06,308,0
2020-07-13,277,1
2020-07-13,278,0
2020-07-13,279,2
2020-07-13,280,0
2020-07-13,281,0
2020-07-13,282,0
2020-07-13,283,0
2020-07-13,284,0
2020-07-13,285,0
2020-07-13,286,0
2020-07-13,287,0
2020-07-13,288,0
2020-07-13,289,0
2020-07-13,290,0
2020-07-13,291,0
2020-07-13,292,0
2020-07-13,293,0
2020-07-13,294,0
2020-07-13,295,0
2020-07-13,296,0
2020-07-13,297,0
2020-07-13,298,0
2020-07-13,299,0
2020-07-13,300,0
2020-07-13,301,0
2020-07-13,302,0
2020-07-13,303,0
2020-07-13,304,0
2020-07-13,305,0
2020-07-13,306,0
2020-07-13,307,0
2020-07-13,308,0
2020-07-20,277,0
2020-07-20,278,0
2020-07-20,279,0
2020-07-20,280,1
2020-07-20,281,0
2020-07-20,282,0
2020-07-20,283,0
2020-07-20,284,0
2020-07-20,285,0
2020-07-20,286,0
2020-07-20,287,1
2020-07-20,288,0
2020-07-20,289,0
2020-07-20,290,1
2020-07-20,291,1
2020-07-20,292,0
2020-07-20,293,0
2020-07-20,294,0
2020-07-20,295,0
2020-07-20,296,0
2020-07-20,297,0
2020-07-20,298,0
2020-07-20,299,0
2020-07-20,300,0
2020-07-20,301,0
2020-07-20,302,0
2020-07-20,303,0
2020-07-20,304,0
2020-07-20,305,0
2020-07-20,306,0
2020-07-20,307,0
2020-07-20,308,0
2020-07-27,277,0
2020-07-27,278,0
2020-07-27,279,1
2020-07-27,280,0
2020-07-27,281,0
2020-07-27,282,0
2020-07-27,283,0
2020-07-27,284,0
2020-07-27,285,0
2020-07-27,286,0
2020-07-27,287,0
2020-07-27,288,0
2020-07-27,289,1
2020-07-27,290,0
2020-07-27,291,1
2020-07-27,292,0
2020-07-27,293,0
2020-07-27,294,1
2020-07-27,295,0
2020-07-27,296,0
2020-07-27,297,0
2020-07-27,298,0
2020-07-27,299,1
2020-07-27,300,0
2020-07-27,301,0
2020-07-27,302,0
2020-07-27,303,0
2020-07-27,304,0
2020-07-27,305,0
2020-07-27,306,0
2020-07-27,307,0
2020-07-27,308,0
2020-08-03,277,0
2020-08-03,278,0
2020-08-03,279,1
2020-08-03,280,0
2020-08-03,281,0
2020-08-03,282,0
2020-08-03,283,0
2020-08-03,284,0
2020-08-03,285,0
2020-08-03,286,0
2020-08-03,287,0
2020-08-03,288,0
2020-08-03,289,0
2020-08-03,290,0
2020-08-03,291,0
2020-08-03,292,0
2020-08-03,293,0
2020-08-03,294,0
2020-08-03,295,0
2020-08-03,296,0
2020-08-03,297,0
2020-08-03,298,0
2020-08-03,299,0
2020-08-03,300,1
2020-08-03,301,0
2020-08-03,302,0
2020-08-03,303,0
2020-08-03,304,0
2020-08-03,305,0
2020-08-03,306,0
2020-08-03,307,0
2020-08-03,308,0
2020-08-10,277,0
2020-08-10,278,0
2020-08-10,279,0
2020-08-10,280,0
2020-08-10,281,0
2020-08-10,282,0
2020-08-10,283,1
2020-08-10,284,0
2020-08-10,285,0
2020-08-10,286,1
2020-08-10,287,2
2020-08-10,288,0
2020-08-10,289,0
2020-08-10,290,0
2020-08-10,291,0
2020-08-10,292,0
2020-08-10,293,1
2020-08-10,294,0
2020-08-10,295,0
2020-08-10,296,0
2020-08-10,297,0
2020-08-10,298,0
2020-08-10,299,0
2020-08-10,300,0
2020-08-10,301,0
2020-08-10,302,0
2020-08-10,303,0
2020-08-10,304,0
2020-08-10,305,0
2020-08-10,306,0
2020-08-10,307,0
2020-08-10,308,0
2020-08-17,277,0
2020-08-17,278,0
2020-08-17,279,0
2020-08-17,280,0
2020-08-17,281,0
2020-08-17,282,0
2020-08-17,283,0
2020-08-17,284,0
2020-08-17,285,0
2020-08-17,286,0
2020-08-17,287,1
2020-08-17,288,0
2020-08-17,289,0
2020-08-17,290,0
2020-08-17,291,0
2020-08-17,292,0
2020-08-17,293,1
2020-08-17,294,0
2020-08-17,295,0
2020-08-17,296,0
2020-08-17,297,0
2020-08-17,298,0
2020-08-17,299,0
2020-08-17,300,0
2020-08-17,301,0
2020-08-17,302,0
2020-08-17,303,0
2020-08-17,304,0
2020-08-17,305,1
2020-08-17,306,0
2020-08-17,307,0
2020-08-17,308,0
2020-08-24,277,0
2020-08-24,278,0
2020-08-24,279,0
2020-08-24,280,0
2020-08-24,281,0
2020-08-24,282,0
2020-08-24,283,0
2020-08-24,284,0
2020-08-24,285,0
2020-08-24,286,0
2020-08-24,287,0
2020-08-24,288,0
2020-08-24,289,0
2020-08-24,290,1
2020-08-24,291,0
2020-08-24,292,0
2020-08-24,293,0
2020-08-24,294,0
2020-08-24,295,0
2020-08-24,296,0
2020-08-24,297,0
2020-08-24,298,0
2020-08-24,299,0
2020-08-24,300,0
2020-08-24,301,0
2020-08-24,302,0
2020-08-24,303,1
2020-08-24,304,0
2020-08-24,305,0
2020-08-24,306,0
2020-08-24,307,0
2020-08-24,308,0
2020-08-31,277,1
2020-08-31,278,1
2020-08-31,279,0
2020-08-31,280,0
2020-08-31,281,0
2020-08-31,282,0
2020-08-31,283,0
2020-08-31,284,0
2020-08-31,285,0
2020-08-31,286,0
2020-08-31,287,0
2020-08-31,288,0
2020-08-31,289,0
2020-08-31,290,0
2020-08-31,291,0
2020-08-31,292,0
2020-08-31,293,1
2020-08-31,294,0
2020-08-31,295,0
2020-08-31,296,0
2020-08-31,297,0
2020-08-31,298,0
2020-08-31,299,0
2020-08-31,300,0
2020-08-31,301,1
2020-08-31,302,0
2020-08-31,303,0
2020-08-31,304,0
2020-08-31,305,0
2020-08-31,306,0
2020-08-31,307,0
2020-08-31,308,0
2020-09-07,277,1
2020-09-07,278,0
2020-09-07,279,0
2020-09-07,280,0
2020-09-07,281,1
2020-09-07,282,0
2020-09-07,283,0
2020-09-07,284,1
2020-09-07,285,0
2020-09-07,286,0
2020-09-07,287,1
2020-09-07,288,0
2020-09-07,289,0
2020-09-07,290,0
2020-09-07,291,1
2020-09-07,292,0
2020-09-07,293,0
2020-09-07,294,0
2020-09-07,295,0
2020-09-07,296,0
2020-09-07,297,0
2020-09-07,298,0
2020-09-07,299,0
2020-09-07,300,0
2020-09-07,301,0
2020-09-07,302,0
2020-09-07,303,0
2020-09-07,304,0
2020-09-07,305,0
2020-09-07,306,0
2020-09-07,307,0
2020-09-07,308,0
2020-09-14,277,1
2020-09-14,278,0
2020-09-14,279,1
2020-09-14,280,1
2020-09-14,281,0
2020-09-14,282,0
2020-09-14,283,1
2020-09-14,284,0
2020-09-14,285,0
2020-09-14,286,0
2020-09-14,287,0
2020-09-14,288,0
2020-09-14,289,3
2020-09-14,290,0
2020-09-14,291,5
2020-09-14,292,0
2020-09-14,293,1
2020-09-14,294,0
2020-09-14,295,0
2020-09-14,296,0
2020-09-14,297,0
2020-09-14,298,0
2020-09-14,299,0
2020-09-14,300,1
2020-09-14,301,4
2020-09-14,302,0
2020-09-14,303,0
2020-09-14,304,0
2020-09-14,305,0
2020-09-14,306,1
2020-09-14,307,0
2020-09-14,308,0
2020-09-21,277,3
2020-09-21,278,2
2020-09-21,279,0
2020-09-21,280,1
2020-09-21,281,1
2020-09-21,282,0
2020-09-21,283,0
2020-09-21,284,1
2020-09-21,285,0
2020-09-21,286,0
2020-09-21,287,0
2020-09-21,288,0
2020-09-21,289,0
2020-09-21,290,1
2020-09-21,291,0
2020-09-21,292,0
2020-09-21,293,1
2020-09-21,294,0
2020-09-21,295,0
2020-09-21,296,1
2020-09-21,297,0
2020-09-21,298,2
2020-09-21,299,0
2020-09-21,300,1
2020-09-21,301,5
2020-09-21,302,0
2020-09-21,303,0
2020-09-21,304,1
2020-09-21,305,2
2020-09-21,306,2
2020-09-21,307,0
2020-09-21,308,0
2020-09-28,277,3
2020-09-28,278,1
2020-09-28,279,1
2020-09-28,280,2
2020-09-28,281,1
2020-09-28,282,0
2020-09-28,283,1
2020-09-28,284,2
2020-09-28,285,0
2020-09-28,286,2
2020-09-28,287,1
2020-09-28,288,0
2020-09-28,289,0
2020-09-28,290,0
2020-09-28,291,4
2020-09-28,292,0
2020-09-28,293,0
2020-09-28,294,0
2020-09-28,295,0
2020-09-28,296,0
2020-09-28,297,1
2020-09-28,298,1
2020-09-28,299,0
2020-09-28,300,4
2020-09-28,301,8
2020-09-28,302,0
2020-09-28,303,0
2020-09-28,304,0
2020-09-28,305,2
2020-09-28,306,1
2020-09-28,307,0
2020-09-28,308,1
2020-10-05,277,3
2020-10-05,278,0
2020-10-05,279,2
2020-10-05,280,1
2020-10-05,281,2
2020-10-05,282,0
2020-10-05,283,0
2020-10-05,284,1
2020-10-05,285,1
2020-10-05,286,1
2020-10-05,287,1
2020-10-05,288,1
2020-10-05,289,2
2020-10-05,290,2
2020-10-05,291,3
2020-10-05,292,1
2020-10-05,293,1
2020-10-05,294,0
2020-10-05,295,0
2020-10-05,296,0
2020-10-05,297,0
2020-10-05,298,0
2020-10-05,299,0
2020-10-05,300,3
2020-10-05,301,10
2020-10-05,302,0
2020-10-05,303,0
2020-10-05,304,0
2020-10-05,305,2
2020-10-05,306,1
2020-10-05,307,0
2020-10-05,308,1
2020-10-12,277,2
2020-10-12,278,2
2020-10-12,279,1
2020-10-12,280,3
2020-10-12,281,0
2020-10-12,282,2
2020-10-12,283,2
2020-10-12,284,5
2020-10-12,285,2
2020-10-12,286,1
2020-10-12,287,0
2020-10-12,288,1
2020-10-12,289,1
2020-10-12,290,1
2020-10-12,291,5
2020-10-12,292,0
2020-10-12,293,0
2020-10-12,294,0
2020-10-12,295,1
2020-10-12,296,0
2020-10-12,297,2
2020-10-12,298,1
2020-10-12,299,2
2020-10-12,300,0
2020-10-12,301,6
2020-10-12,302,0
2020-10-12,303,0
2020-10-12,304,0
2020-10-12,305,1
2020-10-12,306,4
2020-10-12,307,1
2020-10-12,308,3
2020-10-19,277,2
2020-10-19,278,1
2020-10-19,279,0
2020-10-19,280,4
2020-10-19,281,1
2020-10-19,282,0
2020-10-19,283,2
2020-10-19,284,4
2020-10-19,285,2
2020-10-19,286,0
2020-10-19,287,5
2020-10-19,288,1
2020-10-19,289,4
2020-10-19,290,2
2020-10-19,291,13
2020-10-19,292,1
2020-10-19,293,5
2020-10-19,294,0
2020-10-19,295,0
2020-10-19,296,0
2020-10-19,297,2
2020-10-19,298,1
2020-10-19,299,1
2020-10-19,300,4
2020-10-19,301,12
2020-10-19,302,1
2020-10-19,303,0
2020-10-19,304,2
2020-10-19,305,3
2020-10-19,306,1
2020-10-19,307,4
2020-10-19,308,2
2020-10-26,277,9
2020-10-26,278,4
2020-10-26,279,8
2020-10-26,280,0
2020-10-26,281,3
2020-10-26,282,0
2020-10-26,283,3
2020-10-26,284,7
2020-10-26,285,0
2020-10-26,286,4
2020-10-26,287,2
2020-10-26,288,2
2020-10-26,289,0
2020-10-26,290,1
2020-10-26,291,14
2020-10-26,292,6
2020-10-26,293,7
2020-10-26,294,2
2020-10-26,295,2
2020-10-26,296,3
2020-10-26,297,1
2020-10-26,298,0
2020-10-26,299,0
2020-10-26,300,8
2020-10-26,301,10
2020-10-26,302,2
2020-10-26,303,0
2020-10-26,304,1
2020-10-26,305,2
2020-10-26,306,0
2020-10-26,307,2
2020-10-26,308,1
2020-11-02,277,12
2020-11-02,278,7
2020-11-02,279,8
2020-11-02,280,0
2020-11-02,281,5
2020-11-02,282,0
2020-11-02,283,2
2020-11-02,284,4
2020-11-02,285,5
2020-11-02,286,1
2020-11-02,287,3
2020-11-02,288,2
2020-11-02,289,1
2020-11-02,290,2
2020-11-02,291,27
2020-11-02,292,2
2020-11-02,293,5
2020-11-02,294,1
2020-11-02,295,1
2020-11-02,296,5
2020-11-02,297,0
2020-11-02,298,3
2020-11-02,299,2
2020-11-02,300,5
2020-11-02,301,13
2020-11-02,302,2
2020-11-02,303,1
2020-11-02,304,5
2020-11-02,305,1
2020-11-02,306,1
2020-11-02,307,1
2020-11-02,308,4
2020-11-09,277,9
2020-11-09,278,4
2020-11-09,279,11
2020-11-09,280,2
2020-11-09,281,1
2020-11-09,282,1
2020-11-09,283,8
2020-11-09,284,9
2020-11-09,285,2
2020-11-09,286,1
2020-11-09,287,3
2020-11-09,288,1
2020-11-09,289,2
2020-11-09,290,0
2020-11-09,291,14
2020-11-09,292,7
2020-11-09,293,7
2020-11-09,294,1
2020-11-09,295,1
2020-11-09,296,3
2020-11-09,297,0
2020-11-09,298,0
2020-11-09,299,4
2020-11-09,300,7
2020-11-09,301,12
2020-11-09,302,1
2020-11-09,303,1
2020-11-09,304,5
2020-11-09,305,5
2020-11-09,306,5
2020-11-09,307,2
2020-11-09,308,0
2020-11-16,277,13
2020-11-16,278,9
2020-11-16,279,9
2020-11-16,280,2
2020-11-16,281,2
2020-11-16,282,1
2020-11-16,283,12
2020-11-16,284,7
2020-11-16,285,7
2020-11-16,286,3
2020-11-16,287,4
2020-11-16,288,1
2020-11-16,289,1
2020-11-16,290,3
2020-11-16,291,23
2020-11-16,292,4
2020-11-16,293,6
2020-11-16,294,3
2020-11-16,295,4
2020-11-16,296,6
2020-11-16,297,2
2020-11-16,298,4
2020-11-16,299,5
2020-11-16,300,6
2020-11-16,301,10
2020-11-16,302,4
2020-11-16,303,0
2020-11-16,304,5
2020-11-16,305,3
2020-11-16,306,6
2020-11-16,307,5
2020-11-16,308,1
2020-11-23,277,12
2020-11-23,278,12
2020-11-23,279,10
2020-11-23,280,7
2020-11-23,281,1
2020-11-23,282,0
2020-11-23,283,10
2020-11-23,284,6
2020-11-23,285,7
2020-11-23,286,10
2020-11-23,287,6
2020-11-23,288,5
2020-11-23,289,2
2020-11-23,290,4
2020-11-23,291,30
2020-11-23,292,11
2020-11-23,293,8
2020-11-23,294,4
2020-11-23,295,2
2020-11-23,296,10
2020-11-23,297,2
2020-11-23,298,1
2020-11-23,299,4
2020-11-23,300,11
2020-11-23,301,16
2020-11-23,302,4
2020-11-23,303,2
2020-11-23,304,13
2020-11-23,305,8
2020-11-23,306,6
2020-11-23,307,3
2020-11-23,308,0
2020-11-30,277,17
2020-11-30,278,10
2020-11-30,279,11
2020-11-30,280,5
2020-11-30,281,1
2020-11-30,282,1
2020-11-30,283,16
2020-11-30,284,7
2020-11-30,285,3
2020-11-30,286,8
2020-11-30,287,8
2020-11-30,288,3
2020-11-30,289,1
2020-11-30,290,5
2020-11-30,291,19
2020-11-30,292,10
2020-11-30,293,4
2020-11-30,294,0
2020-11-30,295,1
2020-11-30,296,3
2020-11-30,297,4
2020-11-30,298,2
2020-11-30,299,9
2020-11-30,300,8
2020-11-30,301,13
2020-11-30,302,7
2020-11-30,303,4
2020-11-30,304,10
2020-11-30,305,8
2020-11-30,306,6
2020-11-30,307,3
2020-11-30,308,0
2020-12-07,277,9
2020-12-07,278,9
2020-12-07,279,6
2020-12-07,280,8
2020-12-07,281,8
2020-12-07,282,1
2020-12-07,283,5
2020-12-07,284,2
2020-12-07,285,4
2020-12-07,286,3
2020-12-07,287,5
2020-12-07,288,1
2020-12-07,289,6
2020-12-07,290,6
2020-12-07,291,35
2020-12-07,292,13
2020-12-07,293,5
2020-12-07,294,2
2020-12-07,295,1
2020-12-07,296,5
2020-12-07,297,3
2020-12-07,298,4
2020-12-07,299,8
2020-12-07,300,14
2020-12-07,301,24
2020-12-07,302,4
2020-12-07,303,3
