date,district_id,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-02-17,300,-3.4285714285714284,0.5714285714285714,0.2857142857142857,0.42857142857142855,-7.428571428571429,1.2857142857142858
2020-02-17,301,0.14285714285714285,-0.5714285714285714,-7.142857142857143,-4.285714285714286,-10.428571428571429,2.0
2020-02-17,302,18.0,-4.142857142857143,-1.2857142857142858,3.857142857142857,-10.571428571428571,1.4285714285714286
2020-02-17,303,3.7142857142857144,-4.0,1.4285714285714286,-1.7142857142857142,-5.285714285714286,1.4285714285714286
2020-02-17,304,-1.8571428571428572,-2.857142857142857,-0.8571428571428571,-12.285714285714286,-9.0,2.0
2020-02-17,305,-4.285714285714286,-3.142857142857143,5.285714285714286,-9.714285714285714,-5.428571428571429,1.4285714285714286
2020-02-17,306,-0.42857142857142855,-2.0,-8.0,-4.714285714285714,-8.571428571428571,1.5714285714285714
2020-02-17,307,-3.5714285714285716,-1.5714285714285714,-5.428571428571429,-4.142857142857143,-6.428571428571429,1.1428571428571428
2020-02-17,308,0.42857142857142855,-1.0,4.571428571428571,1.7142857142857142,-4.142857142857143,1.5714285714285714
2020-02-24,276,4.0,0.7142857142857143,-5.857142857142857,-0.42857142857142855,3.4,
2020-02-24,277,0.14285714285714285,4.714285714285714,6.571428571428571,1.1428571428571428,-0.5714285714285714,0.42857142857142855
2020-02-24,278,-3.857142857142857,3.4285714285714284,-6.285714285714286,0.2857142857142857,1.1428571428571428,0.14285714285714285
2020-02-24,279,0.0,1.7142857142857142,-2.142857142857143,-1.2857142857142858,1.8571428571428572,0.2857142857142857
2020-02-24,280,7.571428571428571,4.0,1.2857142857142858,3.142857142857143,-0.5714285714285714,0.2857142857142857
2020-02-24,281,-1.1428571428571428,3.142857142857143,-2.0,-0.7142857142857143,2.7142857142857144,0.2857142857142857
2020-02-24,282,-0.42857142857142855,-1.4285714285714286,2.857142857142857,1.5714285714285714,0.8571428571428571,0.2857142857142857
2020-02-24,283,-1.0,2.4285714285714284,4.571428571428571,-2.2857142857142856,1.0,0.14285714285714285
2020-02-24,284,0.14285714285714285,4.428571428571429,-1.8571428571428572,0.5714285714285714,0.7142857142857143,0.2857142857142857
2020-02-24,285,0.14285714285714285,3.2857142857142856,3.7142857142857144,-3.7142857142857144,1.4285714285714286,0.2857142857142857
2020-02-24,286,3.7142857142857144,2.5714285714285716,42.142857142857146,3.7142857142857144,1.1428571428571428,0.42857142857142855
2020-02-24,287,3.0,2.5714285714285716,9.571428571428571,-1.8571428571428572,0.7142857142857143,0.14285714285714285
