date,district_id,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-05-25,283,-66.14285714285714,-12.0,156.28571428571428,-59.285714285714285,-51.857142857142854,20.857142857142858
2020-05-25,284,-56.142857142857146,-7.857142857142857,172.14285714285714,-56.285714285714285,-54.142857142857146,20.714285714285715
2020-05-25,285,-52.0,-9.714285714285714,120.85714285714286,-44.57142857142857,-47.714285714285715,18.714285714285715
2020-05-25,286,-65.28571428571429,-11.0,74.85714285714286,-49.857142857142854,-55.142857142857146,21.857142857142858
2020-05-25,287,-67.57142857142857,-4.857142857142857,193.0,-61.42857142857143,-58.0,22.571428571428573
2020-05-25,288,-76.71428571428571,-25.285714285714285,112.14285714285714,-70.85714285714286,-63.857142857142854,24.571428571428573
2020-05-25,289,-57.57142857142857,-15.142857142857142,166.14285714285714,-56.142857142857146,-59.57142857142857,22.0
2020-05-25,290,-59.57142857142857,-15.571428571428571,177.14285714285714,-54.142857142857146,-51.142857142857146,20.428571428571427
2020-05-25,291,-59.142857142857146,-16.285714285714285,83.85714285714286,-52.714285714285715,-48.142857142857146,19.571428571428573
2020-05-25,292,-62.714285714285715,-13.571428571428571,156.42857142857142,-79.28571428571429,-51.42857142857143,20.428571428571427
2020-05-25,293,-53.714285714285715,-12.714285714285714,102.42857142857143,-53.57142857142857,-53.57142857142857,20.142857142857142
2020-05-25,294,-81.57142857142857,-22.571428571428573,102.0,-74.14285714285714,-65.0,26.857142857142858
2020-05-25,295,-81.28571428571429,-19.0,37.142857142857146,-73.42857142857143,-62.285714285714285,26.8
2020-05-25,296,-70.57142857142857,-18.571428571428573,109.5,-62.57142857142857,-58.285714285714285,22.571428571428573
2020-05-25,297,-74.57142857142857,-13.857142857142858,66.71428571428571,-72.28571428571429,-61.142857142857146,24.857142857142858
2020-05-25,298,-52.714285714285715,-2.4285714285714284,165.57142857142858,-57.0,-59.0,23.714285714285715
2020-05-25,299,-58.857142857142854,-13.571428571428571,113.57142857142857,-61.714285714285715,-55.42857142857143,22.428571428571427
2020-05-25,300,-64.42857142857143,-14.714285714285714,161.42857142857142,-62.285714285714285,-55.857142857142854,20.142857142857142
2020-05-25,301,-50.857142857142854,-10.714285714285714,180.42857142857142,-54.285714285714285,-53.285714285714285,20.142857142857142
2020-05-25,302,-64.57142857142857,-9.857142857142858,88.71428571428571,-55.714285714285715,-61.42857142857143,23.857142857142858
2020-05-25,303,-68.85714285714286,-22.857142857142858,34.0,-70.42857142857143,-61.857142857142854,24.857142857142858
2020-05-25,304,-62.0,-16.285714285714285,100.57142857142857,-55.42857142857143,-50.714285714285715,21.0
2020-05-25,305,-75.0,-25.428571428571427,7.714285714285714,-64.85714285714286,-66.0,25.714285714285715
2020-05-25,306,-46.57142857142857,-11.571428571428571,119.42857142857143,-49.0,-55.57142857142857,20.571428571428573
2020-05-25,307,-67.28571428571429,-14.428571428571429,122.42857142857143,-63.57142857142857,-63.42857142857143,26.142857142857142
2020-05-25,308,-91.71428571428571,-51.714285714285715,-38.714285714285715,-84.14285714285714,-65.14285714285714,24.285714285714285
2020-06-01,276,-95.42857142857143,-77.0,-79.0,-85.14285714285714,-77.4,
2020-06-01,277,-54.285714285714285,-10.285714285714286,59.857142857142854,-44.42857142857143,-44.0,17.285714285714285
2020-06-01,278,-58.714285714285715,-14.857142857142858,99.57142857142857,-54.42857142857143,-54.42857142857143,22.285714285714285
2020-06-01,279,-62.0,-15.714285714285714,58.142857142857146,-50.142857142857146,-47.42857142857143,20.285714285714285
2020-06-01,280,-58.285714285714285,-11.428571428571429,105.57142857142857,-50.0,-50.857142857142854,20.428571428571427
2020-06-01,281,-65.85714285714286,-17.285714285714285,38.142857142857146,-59.285714285714285,-55.0,22.857142857142858
2020-06-01,282,-85.71428571428571,-45.142857142857146,2.5714285714285716,-80.57142857142857,-66.0,26.428571428571427
2020-06-01,283,-63.142857142857146,-15.0,80.42857142857143,-58.285714285714285,-50.42857142857143,21.0
2020-06-01,284,-55.0,-11.571428571428571,73.28571428571429,-57.142857142857146,-52.142857142857146,21.142857142857142
2020-06-01,285,-49.57142857142857,-13.0,50.0,-46.57142857142857,-46.0,19.0
2020-06-01,286,-63.142857142857146,-15.428571428571429,19.857142857142858,-50.57142857142857,-53.57142857142857,22.142857142857142
2020-06-01,287,-68.42857142857143,-8.714285714285714,84.57142857142857,-62.142857142857146,-56.57142857142857,23.428571428571427
2020-06-01,288,-76.71428571428571,-27.428571428571427,36.57142857142857,-70.14285714285714,-63.142857142857146,25.857142857142858
2020-06-01,289,-58.57142857142857,-18.857142857142858,75.85714285714286,-57.42857142857143,-58.142857142857146,22.714285714285715
2020-06-01,290,-61.0,-18.714285714285715,81.28571428571429,-55.714285714285715,-49.57142857142857,21.0
2020-06-01,291,-59.42857142857143,-18.285714285714285,34.0,-52.857142857142854,-46.714285714285715,19.428571428571427
2020-06-01,292,-63.714285714285715,-18.285714285714285,72.71428571428571,-78.57142857142857,-49.714285714285715,20.714285714285715
2020-06-01,293,-54.857142857142854,-17.0,46.857142857142854,-53.714285714285715,-51.857142857142854,20.857142857142858
2020-06-01,294,-81.57142857142857,-24.428571428571427,40.42857142857143,-73.71428571428571,-64.14285714285714,27.857142857142858
2020-06-01,295,-81.42857142857143,-21.142857142857142,-3.142857142857143,-73.14285714285714,-62.142857142857146,27.6
2020-06-01,296,-72.28571428571429,-23.0,45.0,-62.857142857142854,-56.714285714285715,23.142857142857142
2020-06-01,297,-75.0,-17.285714285714285,17.0,-69.85714285714286,-60.57142857142857,26.142857142857142
2020-06-01,298,-55.42857142857143,-8.0,76.42857142857143,-58.285714285714285,-58.57142857142857,24.0
2020-06-01,299,-58.42857142857143,-18.142857142857142,50.42857142857143,-62.57142857142857,-53.857142857142854,22.714285714285715
2020-06-01,300,-64.85714285714286,-17.0,79.57142857142857,-61.57142857142857,-54.142857142857146,20.571428571428573
2020-06-01,301,-52.57142857142857,-13.428571428571429,80.85714285714286,-55.142857142857146,-51.142857142857146,20.285714285714285
2020-06-01,302,-65.14285714285714,-15.571428571428571,28.714285714285715,-60.857142857142854,-61.142857142857146,24.714285714285715
2020-06-01,303,-69.57142857142857,-25.285714285714285,-9.857142857142858,-70.0,-61.285714285714285,25.857142857142858
2020-06-01,304,-62.0,-20.857142857142858,46.57142857142857,-58.285714285714285,-49.42857142857143,21.285714285714285
2020-06-01,305,-75.42857142857143,-29.857142857142858,-27.0,-66.57142857142857,-64.71428571428571,26.714285714285715
2020-06-01,306,-47.57142857142857,-14.857142857142858,53.285714285714285,-50.142857142857146,-54.0,21.428571428571427
2020-06-01,307,-67.42857142857143,-18.428571428571427,42.57142857142857,-63.285714285714285,-62.57142857142857,27.142857142857142
2020-06-01,308,-91.42857142857143,-52.42857142857143,-51.857142857142854,-82.71428571428571,-64.42857142857143,25.285714285714285
2020-06-08,276,-94.42857142857143,-74.28571428571429,-72.85714285714286,-83.0,-74.8,
2020-06-08,277,-48.42857142857143,-9.428571428571429,97.42857142857143,-43.0,-40.42857142857143,16.142857142857142
2020-06-08,278,-54.285714285714285,-12.857142857142858,132.42857142857142,-51.285714285714285,-51.142857142857146,20.571428571428573
2020-06-08,279,-56.857142857142854,-13.285714285714286,75.57142857142857,-48.142857142857146,-45.0,19.0
2020-06-08,280,-53.714285714285715,-10.428571428571429,140.71428571428572,-48.142857142857146,-46.42857142857143,19.0
2020-06-08,281,-60.0,-16.142857142857142,55.285714285714285,-55.57142857142857,-51.57142857142857,21.428571428571427
2020-06-08,282,-83.57142857142857,-41.0,30.571428571428573,-78.28571428571429,-61.857142857142854,24.571428571428573
2020-06-08,283,-58.714285714285715,-14.428571428571429,107.42857142857143,-55.57142857142857,-47.285714285714285,20.0
2020-06-08,284,-50.57142857142857,-10.428571428571429,103.28571428571429,-55.285714285714285,-48.285714285714285,19.714285714285715
2020-06-08,285,-45.42857142857143,-10.857142857142858,78.28571428571429,-43.57142857142857,-42.57142857142857,17.714285714285715
2020-06-08,286,-58.42857142857143,-10.0,44.142857142857146,-46.714285714285715,-50.57142857142857,20.571428571428573
2020-06-08,287,-64.71428571428571,-4.714285714285714,128.28571428571428,-59.142857142857146,-53.142857142857146,21.857142857142858
2020-06-08,288,-73.14285714285714,-25.285714285714285,69.42857142857143,-68.0,-59.0,24.285714285714285
2020-06-08,289,-54.0,-16.285714285714285,112.28571428571429,-55.285714285714285,-54.285714285714285,21.285714285714285
2020-06-08,290,-56.714285714285715,-17.571428571428573,114.57142857142857,-53.857142857142854,-45.57142857142857,19.571428571428573
2020-06-08,291,-54.57142857142857,-17.0,58.285714285714285,-50.714285714285715,-44.285714285714285,18.285714285714285
2020-06-08,292,-60.714285714285715,-17.285714285714285,97.71428571428571,-78.85714285714286,-47.0,19.571428571428573
2020-06-08,293,-50.142857142857146,-15.0,70.28571428571429,-50.285714285714285,-48.57142857142857,19.714285714285715
2020-06-08,294,-79.28571428571429,-22.857142857142858,81.85714285714286,-71.57142857142857,-60.142857142857146,26.571428571428573
2020-06-08,295,-78.71428571428571,-18.285714285714285,18.714285714285715,-71.42857142857143,-58.142857142857146,27.0
2020-06-08,296,-66.85714285714286,-20.571428571428573,83.0,-60.0,-53.42857142857143,21.857142857142858
2020-06-08,297,-71.28571428571429,-16.571428571428573,29.571428571428573,-69.71428571428571,-57.142857142857146,24.428571428571427
2020-06-08,298,-50.142857142857146,-5.571428571428571,109.85714285714286,-55.857142857142854,-54.42857142857143,22.714285714285715
2020-06-08,299,-54.857142857142854,-16.0,68.85714285714286,-59.57142857142857,-50.42857142857143,21.571428571428573
2020-06-08,300,-60.57142857142857,-14.714285714285714,127.42857142857143,-58.42857142857143,-49.714285714285715,19.428571428571427
2020-06-08,301,-49.0,-10.571428571428571,120.85714285714286,-53.57142857142857,-47.57142857142857,19.0
2020-06-08,302,-59.285714285714285,-12.0,48.857142857142854,-57.142857142857146,-56.285714285714285,23.285714285714285
2020-06-08,303,-66.14285714285714,-23.571428571428573,12.0,-67.71428571428571,-56.857142857142854,24.142857142857142
2020-06-08,304,-58.42857142857143,-19.714285714285715,56.42857142857143,-56.0,-45.57142857142857,20.142857142857142
2020-06-08,305,-71.85714285714286,-28.285714285714285,-9.428571428571429,-63.57142857142857,-60.0,24.714285714285715
2020-06-08,306,-42.857142857142854,-13.428571428571429,78.71428571428571,-47.0,-50.142857142857146,19.428571428571427
2020-06-08,307,-63.142857142857146,-16.285714285714285,72.0,-60.714285714285715,-59.142857142857146,25.571428571428573
2020-06-08,308,-89.71428571428571,-50.285714285714285,-47.42857142857143,-81.57142857142857,-59.857142857142854,23.428571428571427
2020-06-15,276,-92.85714285714286,-68.57142857142857,-73.42857142857143,-81.57142857142857,-74.8,
2020-06-15,277,-40.714285714285715,-8.571428571428571,113.0,-39.142857142857146,-39.0,14.571428571428571
2020-06-15,278,-43.42857142857143,-10.714285714285714,139.14285714285714,-48.142857142857146,-49.285714285714285,19.428571428571427
2020-06-15,279,-47.57142857142857,-8.571428571428571,83.28571428571429,-45.0,-43.142857142857146,17.285714285714285
2020-06-15,280,-48.42857142857143,-9.0,152.28571428571428,-44.142857142857146,-45.285714285714285,17.285714285714285
2020-06-15,281,-51.142857142857146,-12.714285714285714,61.57142857142857,-52.57142857142857,-49.714285714285715,20.0
2020-06-15,282,-81.57142857142857,-38.57142857142857,33.142857142857146,-76.28571428571429,-60.0,23.285714285714285
2020-06-15,283,-50.0,-11.0,119.57142857142857,-52.714285714285715,-45.42857142857143,18.428571428571427
2020-06-15,284,-41.142857142857146,-7.428571428571429,116.28571428571429,-53.57142857142857,-46.857142857142854,18.428571428571427
2020-06-15,285,-40.42857142857143,-8.571428571428571,80.71428571428571,-42.285714285714285,-40.714285714285715,16.285714285714285
2020-06-15,286,-49.42857142857143,-6.571428571428571,53.0,-43.42857142857143,-48.857142857142854,19.285714285714285
2020-06-15,287,-61.42857142857143,-2.0,143.14285714285714,-57.42857142857143,-51.714285714285715,20.428571428571427
2020-06-15,288,-64.28571428571429,-21.857142857142858,83.85714285714286,-63.714285714285715,-57.42857142857143,22.857142857142858
2020-06-15,289,-44.57142857142857,-13.142857142857142,114.28571428571429,-51.857142857142854,-52.857142857142854,19.857142857142858
2020-06-15,290,-48.42857142857143,-14.285714285714286,128.28571428571428,-50.42857142857143,-44.142857142857146,18.571428571428573
2020-06-15,291,-46.57142857142857,-12.142857142857142,59.0,-47.42857142857143,-41.42857142857143,16.714285714285715
2020-06-15,292,-53.142857142857146,-13.571428571428571,107.42857142857143,-76.28571428571429,-44.714285714285715,17.857142857142858
2020-06-15,293,-42.0,-11.142857142857142,79.85714285714286,-48.142857142857146,-46.285714285714285,18.285714285714285
2020-06-15,294,-76.71428571428571,-19.428571428571427,91.71428571428571,-70.0,-58.42857142857143,24.857142857142858
2020-06-15,295,-75.57142857142857,-15.285714285714286,18.285714285714285,-69.0,-56.0,25.0
2020-06-15,296,-55.42857142857143,-13.857142857142858,92.5,-54.0,-50.857142857142854,20.428571428571427
2020-06-15,297,-67.71428571428571,-14.857142857142858,42.285714285714285,-67.57142857142857,-55.142857142857146,22.714285714285715
